Run-time,Adjusted Rand-Index,Completeness,Homogeneity,V-Measure Score,Silhouette Coefficient
0.03697776794433594,0.7109623038624918,0.8808101409412251,0.8052473739987379,0.8413355377258709,0.6129534412661433
0.04687309265136719,0.8916619678693911,0.8937404363587628,0.8928888321065372,0.8933144312723003,0.5815612354299787
0.031246423721313477,0.8955852737925536,0.8978872108057465,0.8964902885433252,0.8971882059227868,0.5887340920965555
0.046866416931152344,0.8965259678764937,0.897332504794637,0.8963293427787544,0.8968306432616816,0.5946889983105771
0.07811546325683594,0.8894450913892774,0.8961250232832194,0.8940527945688785,0.895087709567024,0.5902455445634669
Run-time,Adjusted Rand-Index,Completeness,Homogeneity,V-Measure Score,Silhouette Coefficient
0.07395482063293457,0.8786215364844826,0.8819096766686679,0.8816035632255577,0.8817565933792828,0.5685474109696289
0.035980224609375,0.8941561976933022,0.8965009100890939,0.8951859781900174,0.8958429616205646,0.5994224629412859
0.03125119209289551,0.9028632935898545,0.9013583671653728,0.9006679149074049,0.9010130087618695,0.5731243487069071
0.04766201972961426,0.8956080410461584,0.8972855999522018,0.8961262591009973,0.8967055548019645,0.6003734869281672
0.06249666213989258,0.896685160907982,0.9014493661250818,0.8994754898686983,0.9004613462783879,0.5936435149532566
Run-time,Adjusted Rand-Index,Completeness,Homogeneity,V-Measure Score,Silhouette Coefficient
0.046877384185791016,0.6202227571203549,0.7688450773379095,0.7116914683505035,0.7391651136449965,0.5039869237363042
0.07812261581420898,0.8644693175486283,0.8825390284091721,0.8784956907007054,0.8805127178009611,0.571775304335094
0.07811760902404785,0.8986298981940604,0.8974238702867102,0.8968436293318598,0.8971336559883899,0.5958773036289361
0.0312504768371582,0.9008337479016119,0.8995953139694293,0.8989224975514983,0.899258779911854,0.5859655850894021
0.04686880111694336,0.8939494644668694,0.8960088020350028,0.8948291166291876,0.8954185707827904,0.588531473034978
Run-time,Adjusted Rand-Index,Completeness,Homogeneity,V-Measure Score,Silhouette Coefficient
0.04687356948852539,0.8949794104146718,0.8958026903249837,0.8949174951368158,0.8953598739444787,0.5925490443564793
0.031243085861206055,0.8939526382480161,0.8950463184896001,0.894183824021901,0.8946148633739669,0.5799182853792065
0.031246185302734375,0.9003560485226983,0.8984666869512381,0.8980186074396501,0.8982425913154295,0.59114977274582
0.0625,0.9027376941758266,0.9001345975895729,0.8997181273209154,0.8999263142714449,0.5771880925117355
0.07895231246948242,0.8972184142131404,0.8979072300592041,0.8969104429485247,0.8974085597112524,0.5863275036346646
